Symbol_HGNC	GenePanel
POLR1C	BEWEGING (AR);CFA (AR);DERM (AR);LENGTE (AR);OMIM (AR);PCS (AR)
POLR1D	CFA (AD);DERM (AD);LENGTE (AD,AR);OMIM (AD,AR);PCS (AR)
POLR2A	MR (AD);OMIM (AD);OXPHOS (AD)
POLR3A	BEWEGING (AR);DERM (AR);LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
POLR3B	BEWEGING (AR);DERM (AR);LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
POMC	DERM (AR);LEVER (AR);OMIM (AR);PCS (AR)
POMGNT1	BLIND (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR);SPIER (AR)
POMGNT2	METAB (AR);MR (AR);OMIM (AR);PCS (AR);SPIER (AR)
POMK	METAB (AR);MR (AR);OMIM (AR);PCS (AR);SPIER (AR)
POMP	DERM (AR);IMMUUN (AD);OMIM (AD,AR);PCS (AR)
POMT1	HART (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR);SPIER (AR)
POMT2	HART (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR);SPIER (AR)
POP1	LENGTE (AR);OMIM (AR);PCS (AR)
POR	DSD (AR);LENGTE (AR);OMIM (AR);PCS (AR)
PORCN	CFA (XL);DERM (XL);MR (XL);OMIM (XLD)
POT1	BMF (AD);DERM (AD);DKC (AD);IMMUUN (AD);TUMOR (AD)
POU1F1	LENGTE (AD,AR);MR (AD,AR);OMIM (AD,AR);PCS (AR)
POU2AF1	ANEURYSM (AD)
POU3F3	MR (AD);OMIM (AD)
POU3F4	DOOF (XL);OMIM (XLR)
POU4F3	DOOF (AD);OMIM (AD)
POU6F2	TUMOR (AD)
PPA2	HART (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
PPARG	OMIM (UK,AD,AR,XL,YL)
PPARGC1A	ANEURYSM (AD)
PPCS	HART (AR);METAB (AR);OMIM (AR);OXPHOS (AR)
PPIB	LENGTE (AR);OMIM (AR);PCS (AR)
PPIP5K2	DOOF (AR);OMIM (AR)
PPM1D	MR (AD);OMIM (AD);TUMOR (AD)
PPM1K	METAB (AR);OMIM (UK,AD,AR,XL,YL)
PPOX	DERM (AD/AR);METAB (AR);OMIM (AD)
PPP1CB	LENGTE (AD);MR (AD);OMIM (AD);RAS (AD)
PPP1R15B	MR (AR);OMIM (AR);PCS (AR)
PPP1R21	MR (AR)
PPP1R3A	OMIM (AD)
PPP2CA	MR (AD);OMIM (AD)
PPP2R1A	EPI (AD);MR (AD);OMIM (AD)
PPP2R1B	OMIM (UK,AD,AR,XL,YL)
PPP2R2B	OMIM (AD)
PPP2R3C	OMIM (AD,AR)
PPP2R5B	MR (AD)
PPP2R5C	MR (AD)
PPP2R5D	EPI (AD);MR (AD);OMIM (AD)
PPP3CA	MR (AD);OMIM (AD)
PPT1	BLIND (AR);EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PQBP1	DERM (XL);EPI (XL);MR (XL);OMIM (XLR)
PRCC	OMIM (UK,AD,AR,XL,YL)
PRCD	BLIND (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
PRDM12	HMSN (AR);OMIM (AR);PCS (AR)
PRDM13	BLIND (AD)
PRDM16	HART (AD);OMIM (AD)
PRDM5	BLIND (AR);OMIM (AR);PCS (AR)
PRDM6	OMIM (AD)
PRDM8	OMIM (AR);PCS (AR)
PRDX1	OMIM (AR);PCS (AR)
PREPL	OMIM (AR);PCS (AR)
PRF1	BEWEGING (AR);BMF (AR);EPI (AR);IMMUUN (AR);OMIM (AR);PCS (AR);TUMOR (AR)
PRG4	OMIM (AR);PCS (AR)
PRICKLE1	BEWEGING (AR);EPI (AR);OMIM (AR);PCS (AR)
PRIMPOL	BLIND (AD);OMIM (AD)
PRKAA1	OXPHOS (AR)
PRKACA	OMIM (UK,AD,AR,XL,YL)
PRKACG	HEMOS (AR);OMIM (AR)
PRKAG2	HART (AD);METAB (AR);OMIM (AD)
PRKAR1A	DERM (AD);LENGTE (AD);MR (AD);OMIM (AD);TUMOR (AD)
PRKCA	OMIM (UK,AD,AR,XL,YL)
PRKCB	DOOF (AD)
PRKCD	IMMUUN (AR);OMIM (AR);PCS (AR)
PRKCG	BEWEGING (AD);OMIM (AD)
PRKCSH	LEVER (AD);METAB (AD);OMIM (AD)
PRKD1	OMIM (AD)
PRKDC	IMMUUN (AR);OMIM (AR);PCS (AR);SCID (AR)
PRKG1	ANEURYSM (AD);HART (AD);OMIM (AD)
PRKN	OMIM (AR);PARK (AR);PCS (AR);TUMOR (AD)
PRKRA	BEWEGING (AD);OMIM (AR);PARK (AR);PCS (AR)
PRLR	OMIM (AD,AR)
PRMT7	MR (AR);OMIM (AR);PCS (AR)
PRNP	OMIM (AD)
PROC	HEMOS (AD,AR);OMIM (AD,AR);PCS (AR)
PRODH	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PROK2	HH (AR);OMIM (AD)
PROKR2	HH (AR);LENGTE (AD);OMIM (AD)
PROM1	BLIND (AR,AD);OMIM (AD,AR);PCS (AR)
PROP1	HH (AR);LENGTE (AR);OMIM (AR);PCS (AR)
PROS1	HEMOS (AD,AR);OMIM (AD,AR);PCS (AR)
PROZ	HEMOS (AR/AD)
PRPF3	BLIND (AD);OMIM (AD)
PRPF31	BLIND (AD);OMIM (AD)
PRPF4	BLIND (AD);OMIM (AD)
PRPF6	BLIND (AD);OMIM (AD)
PRPF8	BLIND (AD);OMIM (AD)
PRPH2	BLIND (AR,AD);OMIM (AD,AR)
PRPS1	DOOF (XL);HMSN (XL);IMMUUN (XL);METAB (XL);MR (XL);OMIM (XL);SPIER (XL)
PRR12	MR (AD)
PRRT2	BEWEGING (AD);EPI (AD);OMIM (AD)
PRRX1	OMIM (AD,AR)
PRSS1	OMIM (AD);TUMOR (AD)
PRSS12	MR (AR);OMIM (AR);PCS (AR)
PRSS56	BLIND (AR);OMIM (AR);PCS (AR)
PRUNE1	MR (AR);OMIM (AR);PCS (AR)
PRX	HMSN (AR);OMIM (AD,AR);PCS (AR)
PSAP	BEWEGING (AR);EPI (AR);HMSN (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PSAT1	AKI (AR);LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PSEN1	DERM (AD);OMIM (AD);PARK (AD)
PSEN2	OMIM (AD)
PSENEN	DERM (AD);IMMUUN (AD);OMIM (AD)
PSMA3	IMMUUN (-)
PSMB4	IMMUUN (AR);OMIM (AR);PCS (AR)
PSMB8	DERM (AR);IMMUUN (AR);OMIM (AR);PCS (AR)
PSMB9	IMMUUN (AR);OMIM (AR);PCS (AR)
PSMC3IP	OMIM (AR);PCS (AR)
PSMD12	MR (AD);OMIM (AD)
PSMG2	IMMUUN (AR)
PSPH	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PSTPIP1	DERM (AD);IMMUUN (AD);OMIM (AD)
PTCD3	OXPHOS (AR)
PTCH1	CFA (AD);DERM (AD);MR (AD);OMIM (AD);SHHM (AD);TUMOR (AD)
PTCH2	DERM (AD);OMIM (AD);SHHM (AD);TUMOR (AD)
PTCHD1	MR (XL)
PTDSS1	DERM (AD);LENGTE (AD);MR (AD);OMIM (AD)
PTEN	BRSTKNK (AD);DERM (AD);METAB (AR);MR (AD);OMIM (AD);TUMOR (AD)
PTF1A	MR (AR);OMIM (AR);PCS (AR)
PTGIS	METAB (AR);OMIM (UK,AD,AR,XL,YL)
PTGS1	HEMOS (AD)
PTH	OMIM (AD,AR)
PTH1R	CFA (AD);LENGTE (AD,AR);NIER (AD);OMIM (AD,AR);PCS (AR)
PTHLH	DERM (AD);LENGTE (AD);OMIM (AD)
PTPN11	ANEURYSM (AD);CHD (AD);DERM (AD);HART (AD);HEMOS (AD);LENGTE (AD);METAB (AR);MR (AD);OMIM (AD);RAS (AD);TUMOR (AD)
PTPN12	OMIM (UK,AD,AR,XL,YL)
PTPN14	DERM (AR);OMIM (AR);PCS (AR)
PTPN22	HEMOS (AD);IMMUUN (AD)
PTPRC	IMMUUN (AR);OMIM (AR);PCS (AR);SCID (AR)
PTPRF	DERM (AR);OMIM (AR)
PTPRJ	HEMOS (AR);OMIM (UK,AD,AR,XL,YL)
PTPRO	NIER (AR);OMIM (AR);PCS (AR)
PTPRQ	DOOF (ARAD);OMIM (AD,AR);PCS (AR)
PTRH2	MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
PTRHD1	MR (AR)
PTS	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PUF60	MR (AD);OMIM (AD)
PUM1	BEWEGING (AD);EPI (AD);MR (AD);OMIM (AD)
PURA	EPI (AD);MR (AD);OMIM (AD)
PUS1	IJZER (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
PUS3	MR (AR);OMIM (AR);PCS (AR)
PUS7	MR (AR);OMIM (AR)
PXDN	BLIND (AR);OMIM (AR);PCS (AR)
PYCR1	DERM (AR);LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
PYCR2	BEWEGING (AR);EPI (AR);METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
PYGL	METAB (AR);OMIM (AR);PCS (AR)
PYGM	METAB (AR);OMIM (AR);PCS (AR);SPIER (AR)
PYROXD1	OMIM (AR);OXPHOS (AR);PCS (AR)
QARS1	EPI (AR);MR (AR);OMIM (AR);PCS (AR)
QDPR	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
QRICH1	MR (AD);OMIM (AD)
QRICH2	OMIM (AR)
QRSL1	HART (AR);OXPHOS (AR)
RAB11B	MR (AD);OMIM (AD)
RAB18	BEWEGING (AR);MR (AR);OMIM (AR);PCS (AR)
RAB23	CFA (AR);DERM (AR);LENGTE (AR);MR (AR);OMIM (AR);PCS (AR)
RAB27A	DERM (AR);HEMOS (AR);IMMUUN (AR);MR (AR);OMIM (AR);PCS (AR)
RAB28	BLIND (AR);OMIM (AR);PCS (AR)
RAB33B	LENGTE (AR);OMIM (AR);PCS (AR)
RAB39B	EPI (XL);MR (XL);OMIM (XLR)
RAB3GAP1	BEWEGING (AR);MR (AR);OMIM (AR);PCS (AR)
RAB3GAP2	BEWEGING (AR);BLIND (AR);MR (AR);OMIM (AR);PCS (AR)
RAB7A	HMSN (AD);OMIM (AD)
RAC1	MR (AD);OMIM (AD)
RAC2	IMMUUN (AD);OMIM (UK,AD,AR,XL,YL);SCID (AD)
RAC3	LENGTE (-);MR (AD);OMIM (AD)
RAD21	CFA (AD);DERM (AD);LENGTE (AD);MR (AD);OMIM (AD,AR)
RAD50	BRSTKNK (AR);DERM (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR);TUMOR (AR)
RAD51	BEWEGING (AD);BMF (AD);OMIM (AD)
RAD51C	BMF (AD,AR);BRSTKNK (AR,AD);OMIM (AR);PCS (AR);TUMOR (AD,AR)
RAD51D	BRSTKNK (AD);TUMOR (AD)
RAD54B	OMIM (UK,AD,AR,XL,YL)
RAD54L	OMIM (UK,AD,AR,XL,YL)
RAF1	ANEURYSM (AD);CHD (AD);DERM (AD);HART (AD);HEMOS (AD);LENGTE (AD);MR (AD);OMIM (AD);RAS (AD);TUMOR (AD)
RAG1	DERM (AR);IMMUUN (AR);OMIM (AR);PCS (AR);SCID (AR)
RAG2	DERM (AR);IMMUUN (AR);OMIM (AR);PCS (AR);SCID (AR)
RAI1	DERM (AD);DOOF (AD);MR (AD);OMIM (UK,AD,AR,XL,YL)
RALA	MR (AD)
RANBP2	IMMUUN (AD)
RANGRF	HART (AD)
RAP1GDS1	OMIM (UK,AD,AR,XL,YL)
RAPGEF2	OMIM (UK,AD,AR,XL,YL)
RAPSN	AKI (AR);OMIM (AR);PCS (AR);SPIER (AR)
RARB	BLIND (AD);MR (AD);OMIM (AD,AR);PCS (AR)
RARS1	BEWEGING (AR);MR (AR);OMIM (AR);PCS (AR)
RARS2	BEWEGING (AR);EPI (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
RASA1	OMIM (AD)
RASGRP1	IMMUUN (AR);OMIM (UK,AD,AR,XL,YL)
RASGRP2	HEMOS (AR);IMMUUN (AR);LENGTE (AR);OMIM (AR)
RAX	BLIND (AR);OMIM (AR);PCS (AR)
RAX2	BLIND (AR);OMIM (AD)
RB1	OMIM (UK,AD,AR,XL,YL);TUMOR (AD)
RB1CC1	OMIM (UK,AD,AR,XL,YL)
RBBP8	ANEURYSM (AR);DERM (AR);LENGTE (AR);MR (AR);OMIM (AR);PCS (AR)
RBCK1	IMMUUN (AR);METAB (AR);OMIM (AR);PCS (AR);SPIER (AR)
RBFOX1	MR (AD)
RBM10	CFA (XL,XLR);MR (XL);OMIM (XLR)
RBM20	HART (AD);OMIM (AD)
RBM28	DERM (AR);MR (AR);OMIM (AR);PCS (AR)
RBM8A	BMF (AR);HEMOS (AR);LENGTE (AR);OMIM (AR);PCS (AR)
RBMX	OMIM (XLR)
RBP3	BLIND (AR);OMIM (AR);PCS (AR)
RBP4	BLIND (AR,AD);DERM (AR);OMIM (AD,AR);PCS (AR)
RBPJ	DERM (AD);LENGTE (AD);MR (AD);OMIM (AD)
RCBTB1	BLIND (AR);MR (AR);OMIM (AR);PCS (AR)
RD3	BLIND (AR);OMIM (AR);PCS (AR)
RDH11	BLIND (AR);OMIM (AR);PCS (AR)
RDH12	BLIND (AR);METAB (AR);OMIM (AD,AR);PCS (AR)
RDH5	BLIND (AD);METAB (AR);OMIM (AD,AR);PCS (AR)
RDX	DOOF (AR);OMIM (AR);PCS (AR)
RECQL4	CFA (AR);DERM (AR);IMMUUN (AR);LENGTE (AR);MR (AR);OMIM (AR);PCS (AR);TUMOR (AR)
REEP1	BEWEGING (AD);HMSN (AD);OMIM (AD)
REEP2	OMIM (AD,AR);PCS (AR)
REEP6	BLIND (AR);OMIM (AR);PCS (AR)
RELA	OMIM (AD)
RELB	IMMUUN (AR);OMIM (AR);PCS (AR)
RELN	MR (AR);OMIM (AR);PCS (AR)
RELT	OMIM (AR)
REN	NIER (AD,AR);OMIM (AD,AR);PCS (AR)
REPS1	OMIM (AR);PCS (AR)
RERE	MR (AD);OMIM (AD)
REST	DOOF (AD);OMIM (AD);TUMOR (AD)
RET	OMIM (AD);TUMOR (AD)
RETREG1	HMSN (AR);OMIM (AR);PCS (AR)
REV3L	MR (AD)
RFC1	OMIM (AR)
RFT1	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
RFWD3	OMIM (AR);PCS (AR)
RFX5	IMMUUN (AR);OMIM (AR);PCS (AR);SCID (AR)
RFX6	LEVER (AR);OMIM (AR);PCS (AR)
RFXANK	IMMUUN (AR);OMIM (AR);PCS (AR);SCID (AR)
RFXAP	IMMUUN (AR);OMIM (AR);PCS (AR);SCID (AR)
RGR	OMIM (UK,AD,AR,XL,YL);PCS (AR)
RGS9	BLIND (AR);OMIM (UK,AD,AR,XL,YL)
RGS9BP	BLIND (AR);OMIM (UK,AD,AR,XL,YL)
RHAG	OMIM (AD)
RHBDF2	DERM (AD);OMIM (AD);TUMOR (AD)
RHCE	OMIM (UK,AD,AR,XL,YL)
RHEB	MR (AD)
RHO	BLIND (AR,AD);OMIM (AD,AR);PCS (AR)
RHOA	DERM (AD)
RHOBTB2	MR (AD);OMIM (AD)
RHOH	IMMUUN (AR)
RIMS1	BLIND (AD);OMIM (UK,AD,AR,XL,YL)
RIN2	DERM (AR);OMIM (AR);PCS (AR)
RINT1	METAB (AR);OMIM (AR);PCS (AR)
RIPK1	IMMUUN (AR);OMIM (AR)
RIPK4	AKI (AR);CFA (AR);DERM (AR);DSD (AR);OMIM (AR);PCS (AR)
RIPOR2	DOOF (AR,AD);OMIM (AR);PCS (AR)
RIPPLY2	LENGTE (AR);OMIM (AR);PCS (AR)
RIT1	HART (AD);HEMOS (AD);LENGTE (AD);MR (AD);OMIM (AD);RAS (AD);TUMOR (AD)
RLBP1	BLIND (AR,AD);OMIM (AD,AR);PCS (AR)
RLIM	MR (XL);OMIM (XL)
RMND1	MR (AR);NIER (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
RMRP	DERM (AR);IMMUUN (AR);LENGTE (AR);MR (AR);OMIM (AR);PCS (AR);SCID (AR)
RNASEH1	OMIM (AR);OXPHOS (AR);PCS (AR)
RNASEH2A	BEWEGING (AR);DERM (AR);EPI (AR);IMMUUN (AR);MR (AR);OMIM (AR);PCS (AR)
RNASEH2B	BEWEGING (AR);DERM (AR);EPI (AR);IMMUUN (AR);MR (AR);OMIM (AR);PCS (AR)
RNASEH2C	BEWEGING (AR);DERM (AR);EPI (AR);IMMUUN (AR);MR (AR);OMIM (AR);PCS (AR)
RNASEL	OMIM (AD);TUMOR (AD)
RNASET2	MR (AR);OMIM (AR);PCS (AR)
RNF113A	MR (XL);OMIM (XLD)
RNF125	MR (AD);OMIM (AD)
RNF13	MR (AD);OMIM (AD)
RNF139	OMIM (UK,AD,AR,XL,YL)
RNF168	IMMUUN (AR);OMIM (AR);PCS (AR)
RNF170	BEWEGING (AD);OMIM (AD)
RNF212	OMIM (UK,AD,AR,XL,YL)
RNF213	ANEURYSM (AD)
RNF216	BEWEGING (AR);OMIM (AR);PCS (AR)
RNF31	IMMUUN (AR)
RNF43	OMIM (AD);TUMOR (AD)
RNF6	OMIM (UK,AD,AR,XL,YL)
RNPC3	LENGTE (AR);OMIM (AR)
RNU4ATAC	DERM (AR);HEMOS (AR);IMMUUN (AR);LENGTE (AR);OMIM (AR)
ROBO2	NIER (AD);OMIM (AD)
ROBO3	OMIM (AR);PCS (AR)
ROBO4	ANEURYSM (AD);OMIM (AD)
ROGDI	DERM (AR);EPI (AR);MR (AR);OMIM (AR);PCS (AR)
ROM1	BLIND (AR);OMIM (AD,AR)
ROR1	DOOF (AR);OMIM (AR);PCS (AR)
ROR2	DSD (AR);LENGTE (AD,AR);MR (AR);OMIM (AD,AR);PCS (AR)
RORA	MR (AD);OMIM (AD)
RORC	IMMUUN (AR);OMIM (AR);PCS (AR)
RP1	BLIND (AR,AD);OMIM (AD,AR);PCS (AR)
RP1L1	BLIND (AD);OMIM (AD)
RP2	BLIND (XL);OMIM (XL)
RP9	BLIND (AD);OMIM (AD)
RPE65	BLIND (AR);METAB (AR);OMIM (AR);PCS (AR)
RPGR	BLIND (XL);OMIM (XL)
RPGRIP1	BLIND (AR);OMIM (AR);PCS (AR)
RPGRIP1L	BLIND (AR);CILIO (AR);LENGTE (AR);LEVER (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR)
RPIA	METAB (AR);OMIM (AR);PCS (AR)
RPL10	LENGTE (AD);MR (XL);OMIM (XLR)
RPL11	BMF (AD);OMIM (AD);TUMOR (AD)
RPL13	LENGTE (AD)
RPL15	BMF (AD);OMIM (AD);TUMOR (AD)
RPL18	BMF (AD);OMIM (AD);TUMOR (AD)
RPL21	DERM (AD);OMIM (AD)
RPL26	BMF (AD);OMIM (AD)
RPL27	BMF (AD);OMIM (AD);TUMOR (AD)
RPL31	BMF (AD)
RPL35	OMIM (UK,AD,AR,XL,YL)
RPL35A	BMF (AD);OMIM (AD);TUMOR (AD)
RPL5	BMF (AD);OMIM (AD);TUMOR (AD)
RPL9	BMF (AD)
RPS10	BMF (AD);OMIM (AD);TUMOR (AD)
RPS14	OMIM (UK,AD,AR,XL,YL)
RPS15A	BMF (AD);OMIM (AD);TUMOR (AD)
RPS17	BMF (AD);OMIM (AD);TUMOR (AD)
RPS19	BMF (AD);MR (AD);OMIM (AD);TUMOR (AD)
RPS20	TUMOR (AD)
RPS23	OMIM (AD)
RPS24	BMF (AD);OMIM (AD);TUMOR (AD)
RPS26	BMF (AD);OMIM (AD);TUMOR (AD)
RPS27	BMF (AD);OMIM (AD);TUMOR (AD)
RPS28	BMF (AD);OMIM (AD);TUMOR (AD)
RPS29	BMF (AD);OMIM (AD);TUMOR (AD)
RPS6KA3	EPI (XL);MR (XL);OMIM (XLD)
RPS7	BMF (AD);OMIM (AD);TUMOR (AD)
RPSA	IMMUUN (AD);OMIM (AD)
RRAD	HART (AD)
RRAGC	HART (AD)
RRAS	LENGTE (AD)
RRAS2	OMIM (AD)
RRM1	OXPHOS (AR)
RRM2B	EPI (AR);MR (AR);NIER (AR);OMIM (AD,AR);OXPHOS (AR);PCS (AR);SPIER (AD,AR)
RS1	BLIND (XL);OMIM (XLR)
RSPH1	CILIO (AR);OMIM (AR);PCS (AR)
RSPH3	CILIO (AR);OMIM (AR);PCS (AR)
RSPH4A	CILIO (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
RSPH9	CILIO (AR);IMMUUN (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
RSPO1	DERM (AR);DSD (AR);OMIM (AR);PCS (AR)
RSPO2	LENGTE (AR);OMIM (AR);PCS (AR)
RSPO4	DERM (AR);OMIM (AR);PCS (AR)
RSPRY1	LENGTE (AR);MR (AR);OMIM (AR);PCS (AR)
RSRC1	MR (AR);OMIM (AR)
RTEL1	BMF (AD,AR);DERM (AD/AR);DKC (AD,AR);IMMUUN (AR,AD);MR (AD,AR);OMIM (AD,AR);PCS (AR);TUMOR (AD,AR)
RTN2	BEWEGING (AD);OMIM (AD)
RTN4IP1	BLIND (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
RTTN	MR (AR);OMIM (AR);PCS (AR)
RUBCN	BEWEGING (AR);MR (AR);OMIM (AR);PCS (AR)
RUNX1	BMF (AD);HEMOS (AD);OMIM (UK,AD,AR,XL,YL);TUMOR (AD)
RUNX2	CFA (AD);DERM (AD);LENGTE (AD);OMIM (AD)
RUNX3	ANEURYSM (AD)
RUSC2	MR (AR);OMIM (AR);PCS (AR)
RXYLT1	METAB (AR);MR (AR);OMIM (AR);PCS (AR);SPIER (AR)
RYR1	AKI (AR);OMIM (AD,AR);OXPHOS (AR);PCS (AR);SPIER (AD,AR)
RYR2	HART (AD);OMIM (AD)
S1PR2	DOOF (AR);OMIM (AR);PCS (AR)
SAA2	ANEURYSM (AD)
SACS	BEWEGING (AR);HMSN (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
SAG	BLIND (AR);OMIM (AR);PCS (AR)
SALL1	CFA (AD);LENGTE (AD);MR (AD);NIER (AD);OMIM (AD)
SALL2	OMIM (AR);PCS (AR)
SALL4	CFA (AD);LENGTE (AD);NIER (AD);OMIM (AD)
SAMD11	BLIND (AR)
SAMD12	OMIM (AD)
SAMD9	BMF (AD);DERM (AR);IMMUUN (AD,AR);MR (AD);OMIM (AD,AR);PCS (AR);TUMOR (AD)
SAMD9L	BEWEGING (AD);BMF (AD);IMMUUN (AD);OMIM (AD);TUMOR (AD)
SAMHD1	BEWEGING (AR);DERM (AD/AR);EPI (AR);IMMUUN (AR);MR (AR);OMIM (AD,AR);OXPHOS (AR);PCS (AR)
SAR1B	OMIM (AR);PCS (AR)
SARDH	METAB (AR)
SARS1	MR (AR);OMIM (AR);PCS (AR)
SARS2	NIER (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
SART3	DERM (AD)
SASH1	DERM (AD/AR);OMIM (AD,AR)
SASS6	OMIM (AR);PCS (AR)
SAT1	DERM (XL);METAB (AR)
SATB2	CFA (AD);DERM (AD);MR (AD);OMIM (AD)
SBDS	BMF (AR);IMMUUN (AR);LENGTE (AR);MR (AR);OMIM (AR);PCS (AR);TUMOR (AD)
SBF1	HMSN (AR);OMIM (AR);PCS (AR)
SBF2	HMSN (AR);OMIM (AR);PCS (AR)
SC5D	BLIND (AR);LEVER (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
SCAMP5	MR (AD)
SCAPER	BLIND (AR);MR (AR);OMIM (AR);PCS (AR)
SCARB2	EPI (AR);METAB (AR);NIER (AR);OMIM (AR);PCS (AR)
SCARF2	ANEURYSM (AR);LENGTE (AR);OMIM (AR);PCS (AR)
SCLT1	CILIO (AR)
SCN10A	DERM (AD/AR);HART (AD);HMSN (AD);OMIM (AD)
SCN11A	BEWEGING (AD);DERM (AD/AR);HMSN (AD);OMIM (AD)
SCN1A	BEWEGING (AD);EPI (AD);MR (AD);OMIM (AD)
SCN1B	EPI (AD);HART (AD);MR (AR);OMIM (AD,AR);PCS (AR)
SCN2A	EPI (AD);MR (AD);OMIM (AD)
SCN2B	HART (AD);OMIM (AD)
SCN3A	EPI (AD);MR (AD);OMIM (AD)
SCN3B	HART (AD);OMIM (AD)
SCN4A	AKI (AD,AR);OMIM (AD,AR);PCS (AR);SPIER (AD)
SCN4B	HART (AD);OMIM (AD)
SCN5A	HART (AD);OMIM (AD,AR)
SCN8A	BEWEGING (AD);EPI (AD);MR (AD);OMIM (AD)
SCN9A	DERM (AD/AR);HMSN (AD/AR);OMIM (AD,AR);PCS (AR)
SCNN1A	NIER (AR);OMIM (AD,AR);PCS (AR)
SCNN1B	NIER (AD,AR);OMIM (AD,AR);PCS (AR)
SCNN1G	NIER (AD,AR);OMIM (AD,AR);PCS (AR)
SCO1	LEVER (AR);MR (AR);OMIM (UK,AD,AR,XL,YL);OXPHOS (AR);PCS (AR)
SCO2	BLIND (AD);HMSN (AR);MR (AR);OMIM (AD,AR);OXPHOS (AR);PCS (AR)
SCP2	METAB (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
SCYL1	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
SDCCAG8	BLIND (AR);CILIO (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR)
SDHA	HART (AR);MR (AR);OMIM (UK,AD,AR,XL,YL);OXPHOS (AR);PCS (AR);TUMOR (AD,AR)
SDHAF1	OMIM (AR);OXPHOS (AR);PCS (AR)
SDHAF2	OMIM (AD);TUMOR (AD)
SDHB	OMIM (UK,AD,AR,XL,YL);OXPHOS (AR);TUMOR (AD)
SDHC	OMIM (UK,AD,AR,XL,YL);TUMOR (AD)
SDHD	OMIM (AD,AR);OXPHOS (AR);PCS (AR);TUMOR (AD)
SDR9C7	DERM (AR);OMIM (AR);PCS (AR)
SEC23A	OMIM (AR);PCS (AR)
SEC23B	DERM (AR);IJZER (AR);METAB (AR,AD);OMIM (AD,AR);PCS (AR)
SEC24D	LENGTE (AR);OMIM (AR);PCS (AR)
SEC31A	OMIM (AR)
SEC61A1	NIER (AD);OMIM (AD)
SEC61B	LEVER (AD)
SEC63	LEVER (AD);OMIM (AD)
SECISBP2	OMIM (AR);PCS (AR)
SELENBP1	METAB (AR);OMIM (AR)
SELENON	AKI (AD,AR);OMIM (AD,AR);PCS (AR);SPIER (AR)
SELENOP	ANEURYSM (AD)
SEMA3A	HH (AD)
SEMA3E	CFA (AD);IMMUUN (AD);MR (AD);OMIM (AD)
SEMA4A	BLIND (AR);OMIM (AD,AR);PCS (AR);TUMOR (AD)
SEPSECS	BEWEGING (AR);EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
SEPTIN12	OMIM (AD)
SEPTIN9	HMSN (AD);OMIM (AD)
SERAC1	BEWEGING (AR);IMMUUN (AR);METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
SERPINA1	LEVER (AR);OMIM (AR);PCS (AR)
SERPINA3	OMIM (UK,AD,AR,XL,YL)
SERPINA6	OMIM (AD,AR);PCS (AR)
SERPINB6	DOOF (AR);OMIM (AR);PCS (AR)
SERPINB7	DERM (AR);OMIM (AR);PCS (AR)
SERPINB8	DERM (AR);OMIM (AR);PCS (AR)
SERPINC1	HEMOS (AD,AR);OMIM (AD,AR);PCS (AR)
SERPIND1	HEMOS (AD);OMIM (AD)
SERPINE1	ANEURYSM (AD);HEMOS (AD,AR);OMIM (AD,AR);PCS (AR)
SERPINF1	LENGTE (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
